,title,title_len,title_in_content,content_len,include_rate
469,美国政客打压中企背离法律不得人心,7,5,912,0.7142857142857143
470,准确把握新时代巡视工作责任使命,8,8,925,1.0
471,坚决把思想和行动统一到党中央决策部署上来,11,7,803,0.6363636363636364
472,坚定不移贯彻落实新时代党的组织路线,7,7,864,1.0
473,携手共建一个更美好的世界,7,7,640,1.0
474,发展社会救助兜底保障民生,6,6,761,1.0
475,为61秒点赞！为长宁加油！,9,9,422,1.0
476,改革开放天地宽,3,3,2912,1.0
477,信用建设，让更多人放心消费,9,9,758,1.0
478,在世园会感悟人与自然的和谐之美,8,7,731,0.875
479,“梦想清单”照见奋斗征程,7,7,657,1.0
480,加快形成关键核心技术攻坚体制,6,6,517,1.0
481,为实现全球互惠共享注入“中国力量”,10,9,608,0.9
482,看清揽炒派破坏香港法治的双面嘴脸,10,7,705,0.7
483,进取中国博惠世界,4,2,955,0.5
484,推进香港稳定捍卫国家安全,6,5,1461,0.8333333333333334
485,辛识平春天，绽放在英雄之城,8,7,541,0.875
486,扶贫不是让农民都上楼,6,6,832,1.0
487,不忘来时路，方知向何行,7,7,672,1.0
488,书写新时代西藏发展新篇章,6,6,663,1.0
489,在新时代继承和弘扬伟大抗美援朝精神,9,9,629,1.0
490,把坚持党的全面领导作为首要原则,9,9,761,1.0
491,“一个博物院就是一所大学校”,8,8,288,1.0
492,做好知心人热心人引路人,4,4,897,1.0
493,中国抗疫树立人权典范,5,3,709,0.6
494,以辩证思维看待新发展阶段的新机遇新挑战,11,11,580,1.0
495,办好思政课讲好思政课,5,4,549,0.8
496,抗疫精神是中国人民负重前行的强大动力,10,9,1256,0.9
497,积极有序推进复工复产,5,5,477,1.0
498,在全社会营造浪费可耻节约为荣的氛围,10,10,719,1.0
499,占补平衡守住耕地保护红线,6,5,732,0.8333333333333334
500,肩负起国家和民族的希望,6,6,733,1.0
501,全面小康，一个民族也不能少,8,8,622,1.0
502,建设生态文明要算长远账,6,5,637,0.8333333333333334
503,让农民远离“资金难”烦恼,8,6,698,0.75
504,把团结好引导好民营经济人士作为一项重要任务,12,12,452,1.0
505,夯实新时代平安与法治的基石,8,7,684,0.875
506,“牵妈妈的手”，守望家风报春晖,11,8,826,0.7272727272727273
507,走出养生的“保健品误区”,7,6,662,0.8571428571428571
508,水岸相连，坚守进退辩证法,6,2,785,0.3333333333333333
509,蓬佩奥何以超出世间想象力的底线,7,6,984,0.8571428571428571
510,尊崇英雄烈士守护精神家园,5,5,678,1.0
511,文化繁荣，汇聚精神力量,5,4,826,0.8
512,全面深化我军院校改革创新,6,6,646,1.0
513,战“疫”展现国企速度效率,8,7,473,0.875
514,为世界注入思想的正能量,7,7,757,1.0
515,万众一心攻坚克难,2,2,753,1.0
516,把政府的紧日子变成百姓的好日子,8,8,417,1.0
517,产业为先谋振兴,4,2,763,0.5
518,建立文物与公众的“超级链接”,8,8,708,1.0
519,给青春更多飞扬的机会,7,6,894,0.8571428571428571
520,促进残疾人全面发展和共同富裕,6,6,766,1.0
521,宣言光荣属于英雄的中国人民,7,7,3738,1.0
522,以“正确党史观”观党史,8,7,850,0.875
523,坚定不移维护新疆稳定,4,4,667,1.0
524,“中国道歉论”荒唐之极,7,6,522,0.8571428571428571
525,“湘西答卷”的深刻启示,7,7,590,1.0
526,文旅行业恢复发展可有力支撑消费回升,9,7,770,0.7777777777777778
527,让党报党刊成为连接党心民心的好帮手,10,6,948,0.6
528,无论是否回乡，防疫都应有温度,8,6,526,0.75
529,长征永远在路上,4,4,956,1.0
530,加强党对经济工作的全面领导,8,8,729,1.0
531,直播带货不能跨越诚信“红线”,8,8,353,1.0
532,开展党史学习教育正当其时,6,6,625,1.0
533,携手合作、互利共赢是唯一正确选择,10,10,685,1.0
534,坚定信心打赢蓝天保卫战,4,3,751,0.75
535,汇聚改革发展的“民意地图”,8,8,835,1.0
536,凝聚建设美丽中国的制度力量,7,7,577,1.0
537,推动不忘初心牢记使命制度落实落地,8,8,576,1.0
538,被暴力肆虐的香港经济需要市民齐心去救,11,8,612,0.7272727272727273
539,共同描绘历史新阶段的发展蓝图,8,8,721,1.0
540,迸发新时代爱国主义伟力,5,4,698,0.8
541,和音推动中欧关系迈向更高水平,8,7,800,0.875
542,群众笑脸是最好的扶贫成绩单,7,7,562,1.0
543,坚决实行分区分级精准防控,6,4,751,0.6666666666666666
544,美国会在香港问题上玩弄双重标准是错打算盘,10,7,908,0.7
545,用劳动书写我们的新时代,7,7,826,1.0
546,攀登！永不止步,4,2,404,0.5
547,美方不断嚣张喊话，实为自我打气,8,4,808,0.5
548,严把出口，提升人才培养含金量,6,6,603,1.0
549,钟声不要逆历史潮流而动,5,4,985,0.8
550,以党建引领提升物业管理水平,6,6,747,1.0
551,奋斗是新时代最美的姿态,7,7,621,1.0
552,让清明吹拂清新文明新风,6,4,423,0.6666666666666666
553,科创板投资需要“配套”新思路,7,7,908,1.0
554,保持流动性合理适度,4,4,606,1.0
555,充分发挥基层党组织战斗堡垒作用,5,5,621,1.0
556,事实令欧洲对美心态难再天真,8,5,591,0.625
557,汇聚起维护国家安全的强大力量,8,8,669,1.0
558,望海楼美国政客的信用还值几个钱？,10,6,691,0.6
559,以实干为荣用实绩说话,5,3,813,0.6
560,登高望远携手前行,3,2,700,0.6666666666666666
561,致敬！新时代最可爱的人,8,8,936,1.0
562,血肉之躯筑成信念的堤坝,5,3,617,0.6
563,筑牢新基建的“地基”,7,7,709,1.0
564,世界气象日守护我们的蓝色星球,7,7,521,1.0
565,深化治理改革为基层放权赋能,7,7,677,1.0
566,坚定不移贯彻新发展理念,5,5,658,1.0
567,弘扬革命文化，传承红色基因,7,7,513,1.0
568,志愿服务筑起抗击疫情的“万里长城”,9,9,566,1.0
569,国家出手救港维护港人根本福祉,7,6,609,0.8571428571428571
570,解放军报社论从伟大抗疫斗争中汲取强军力量,10,8,1114,0.8
571,一场伟大的胜利创造人类减贫史奇迹,8,6,654,0.75
572,提高灾害防治能力保护人民和国家安全,9,9,674,1.0
573,庆祝新中国成立70周年的精品力作,9,7,942,0.7777777777777778
574,强军征程启新航,4,1,1524,0.25
575,铸就更多“国之重器”,7,7,797,1.0
576,开启全面建设社会主义现代化国家新征程,8,8,680,1.0
577,筑牢防灾减灾的“前沿阵地”,7,5,790,0.7142857142857143
578,以行动参与爱国卫生运动,5,4,741,0.8
579,挽紧团结合作的臂膀,4,4,614,1.0
580,人民日报和音元首外交，凝聚信心与力量,10,8,674,0.8
581,垃圾分类也是全民战“疫”应尽之责,11,8,404,0.7272727272727273
582,凝聚应对挑战的制度力量,6,6,688,1.0
583,领导干部要多点互联网思维,6,5,867,0.8333333333333334
584,以高质量发展为“十四五”开好局,8,8,765,1.0
585,“爱国者治港”，香港才有美好未来,9,7,2960,0.7777777777777778
586,把“蓝色国土”守护好发展好,9,8,691,0.8888888888888888
587,勇于担当甘于奉献,4,4,867,1.0
588,坚持底线思维，做到有备无患,6,6,1016,1.0
589,高质量高标准建设自由贸易港,5,5,572,1.0
590,从新时代中国特色大国外交成就中汲取智慧和力量,13,12,595,0.9230769230769231
591,为加强完善国家治理提供有力组织保障,9,9,671,1.0
592,推动新时代文明实践中心建设更进一步,8,7,453,0.875
593,推动共建“一带一路”实现高质量发展,9,9,634,1.0
594,让流量时代的阅读更有深度,8,8,687,1.0
595,决战贫困，要下更大的决心,9,8,545,0.8888888888888888
596,维护多边主义的时代强音,6,6,1115,1.0
597,中国经济在不确定的世界创造确定性,9,9,900,1.0
598,擘画新蓝图开启新征程,6,6,2284,1.0
599,人民日报战疫胶着，“强制休息”也是一种关爱,12,8,721,0.6666666666666666
600,为“十四五”规划提供科学依据,7,6,492,0.8571428571428571
601,扩大消费，先要让消费者感受到友好,9,8,536,0.8888888888888888
602,感恩丰收，展望乡村振兴美景,7,5,792,0.7142857142857143
603,望海楼老挝国家主席为何两次到中国“下乡”,11,10,726,0.9090909090909091
604,防疫不误农时，固本首在“三农”,10,8,619,0.8
605,开启中缅友好与合作的新时代,9,9,921,1.0
606,坚持党的领导做好青年工作,5,5,617,1.0
607,形成长效机制严格执行制度,4,4,568,1.0
608,数据重要，获得感更实在,7,5,786,0.7142857142857143
609,摒弃“恐美崇美”心态,5,3,716,0.6
610,发扬斗争精神，勇于担当作为,7,7,632,1.0
611,培养扎根乡村教育的情怀,6,6,722,1.0
612,中国好人，凝聚奋进力量,6,6,812,1.0
613,以务实作风搞好主题教育总结,7,7,581,1.0
614,擦亮城市品牌金名片,5,5,769,1.0
615,让文明之光交相辉映,4,4,680,1.0
616,关键是强担当、抓落实、增本领,10,8,479,0.8
617,坚持系统观念，握牢发展主动权,7,6,761,0.8571428571428571
618,一起做“读书种子”,5,4,691,0.8
619,领导干部要敢于斗争善于斗争,6,6,612,1.0
620,开启我国经济高质量发展新征程,7,5,940,0.7142857142857143
621,积极作为、珍惜香港、携手前行,8,8,535,1.0
622,外贸关键指标持续回暖正视压力更要坚定信心,9,9,658,1.0
623,做科技交流的倡导者实践者,5,4,556,0.8
624,任何干预香港事务的企图注定失败,8,8,654,1.0
625,让实体经济壮筋骨上台阶,7,7,708,1.0
626,让基层干部把更多精力投入到疫情防控第一线,11,11,671,1.0
627,感受小康进程“中国风”,7,7,583,1.0
628,携手维护全球公共卫生安全,5,5,684,1.0
629,凝聚起坚不可摧的民族精神,6,6,575,1.0
630,为世界经济拓展新的增长空间,8,8,753,1.0
631,让“蓝色朋友圈”越来越大,7,7,529,1.0
632,人也是路“走”出来的,9,9,643,1.0
633,让各国人民共享经济全球化和世界经济增长成果,11,11,721,1.0
634,望海楼绝不允许任何人在香港恣意妄为,6,5,582,0.8333333333333334
635,穿越风雨，撑起中国经济“半壁江山”,9,5,838,0.5555555555555556
636,用好抗疫的基层治理经验,7,6,668,0.8571428571428571
637,凝聚战胜疫情的全球合力,6,6,613,1.0
638,做好媒体融合大文章,5,5,863,1.0
639,建立与疫情防控相适应的经济社会运行秩序,9,9,508,1.0
640,“守的是人民的心”,8,8,648,1.0
641,做好“治病救人”的后半篇文章,8,8,748,1.0
642,战“疫”当前，坚信科学理性的力量,11,10,856,0.9090909090909091
643,在学习党史中汲取奋进的力量,8,8,1276,1.0
644,让长征精神照亮新时代的精神航标,9,8,777,0.8888888888888888
645,久久为功防治土地荒漠化,5,5,469,1.0
646,把党领导人民创立的社会主义伟大事业世世代代传承下去,11,11,1121,1.0
647,坚持不懈保障和改善民生,5,5,937,1.0
648,让营商“软”环境培育发展“硬”实力,12,11,507,0.9166666666666666
649,中国大市场谁都唱衰不了,8,8,817,1.0
650,为新职业群体提供更广阔舞台,8,8,703,1.0
651,涵养研究问题的能力,5,4,745,0.8
652,紧扣一体化和高质量这两个关键,7,6,664,0.8571428571428571
653,在抗疫“两难”抉择中提升治理能力,10,10,717,1.0
654,我们的党永远年轻,5,5,896,1.0
655,共绘美美与共的瑰丽画卷,7,7,732,1.0
656,一堂鲜活生动的新中国历史课,7,6,762,0.8571428571428571
657,注重开门抓教育,4,4,507,1.0
658,重农抓粮的劲头绝不能放松,7,7,717,1.0
659,打赢脱贫攻坚战，让各族群众都过上好日子,10,10,659,1.0
660,在新时代发扬伟大五四精神,7,7,796,1.0
661,继续高质量共建“一带一路”,7,7,634,1.0
662,散播“政治病毒”的蓬佩奥正把自己变成人类公敌,12,10,1049,0.8333333333333334
663,在劳动奋斗中彰显中国精神,7,7,685,1.0
664,把协商民主贯穿履行职能全过程,7,7,723,1.0
665,将改革进行到底,4,4,609,1.0
666,方向决定道路，道路决定命运,7,7,805,1.0
667,抓实学习教育,3,3,682,1.0
668,融合发展，做大价值增量,6,5,871,0.8333333333333334
669,文明对话从未止步科技交流源远流长,6,5,533,0.8333333333333334
670,筑起冲不垮的铁壁铜墙,4,3,547,0.75
671,开拓合作共赢新局面,6,6,763,1.0
672,确保如期全面建成小康社会,5,5,594,1.0
673,以综合素养书写精彩人生,6,5,940,0.8333333333333334
674,深刻把握新时代坚定理想信念的实践路径,9,7,1242,0.7777777777777778
675,不断提高政治“三力”加快构建新发展格局,11,9,692,0.8181818181818182
676,中国经济的活力澎湃,5,5,718,1.0
677,理念引领，发展格局深刻变革,7,7,868,1.0
678,靠山吃山，做足绿色大文章,6,5,800,0.8333333333333334
679,民族复兴要一棒接着一棒跑下去,7,7,791,1.0
680,民政工作关系民生连着民心,6,6,576,1.0
681,加快构建完整的内需体系,6,6,979,1.0
682,“两个100”映照初心,7,6,826,0.8571428571428571
683,礼赞丰收致敬农民迎接小康,6,6,646,1.0
684,深学细照笃行，让党章铭刻于心,8,8,1036,1.0
685,时刻绷紧疫情防控责任之弦,7,7,596,1.0
686,为中国特色大国外交提供坚实制度支撑,9,9,758,1.0
687,汇聚起全民“战疫”的强大力量,9,9,533,1.0
688,发挥制度优势，坚决打赢疫情防控阻击战,9,8,595,0.8888888888888888
689,勇做敢于斗争善于斗争的战士,7,6,653,0.8571428571428571
690,认清新时代网络空间治理核心要义,7,6,863,0.8571428571428571
691,第三轮反制说到做到,3,2,603,0.6666666666666666
692,钟声用偏见筑墙是徒劳的闹剧,8,6,659,0.75
693,辛识平给亿万人民一个温暖的家,7,2,427,0.2857142857142857
694,资本下乡，如何安农富农,6,6,785,1.0
695,啃下最后硬骨头打赢脱贫攻坚战,6,5,706,0.8333333333333334
696,大力弘扬劳模精神劳动精神工匠精神,8,8,532,1.0
697,同心奔小康奋进新时代,5,3,759,0.6
698,新时代属于每一个人,6,6,738,1.0
699,完整准确全面贯彻新发展理念,7,7,626,1.0
700,切不可松一松、歇一歇,5,4,353,0.8
701,为党的组织建设提供坚实制度保障,9,7,816,0.7777777777777778
702,为建设世界科技强国汇聚磅礴力量,8,8,695,1.0
703,革命理想高于天,3,3,903,1.0
704,战“疫”要慎终如始,6,4,781,0.6666666666666666
705,抱持事业心态,3,3,732,1.0
706,以治理精度提升社会温度,6,6,701,1.0
707,把疫情防控作为当前最重要的工作来抓,11,11,671,1.0
708,唯信仰和精神永世长存,5,5,741,1.0
709,奋斗在时代的洪流中,6,6,619,1.0
710,把保障人民健康放在优先发展的战略位置,9,9,722,1.0
711,让艰苦奋斗、勤俭节约成为一种常态,7,6,777,0.8571428571428571
712,再接再厉做好“六稳”“六保”,8,7,693,0.875
713,中华文明之光在抗疫中熠熠生辉,6,4,702,0.6666666666666666
714,“让老百姓都能过上好日子”,9,9,829,1.0
715,让每个人都可以体面地老去,7,7,632,1.0
716,为打赢疫情防控战提供司法保障,8,7,461,0.875
717,以信任化解“邻避效应”,7,7,764,1.0
718,践行亚洲安全观的时代担当,6,6,695,1.0
719,全力实现疫情防控阻击战和经济社会发展目标任务的双胜利,13,13,548,1.0
720,什么是“中日韩+X”合作？,9,6,351,0.6666666666666666
721,“十四五”，矢志创新攀高峰,8,6,739,0.75
722,珍爱春光贵在勤,4,4,708,1.0
723,让中国市场成为世界的市场,7,7,706,1.0
724,呵护原创精神的火花,5,5,816,1.0
725,深入打好碧水保卫战,5,4,795,0.8
726,“劳动开创未来”永不过时,7,7,267,1.0
727,为基层减负，为实干撑腰,7,5,883,0.7142857142857143
728,这五年，开放之门越开越大,8,6,535,0.75
729,郑言沧海横流更显本色,4,1,3483,0.25
730,为政底气从哪儿来,5,4,708,0.8
731,领导干部要善于发现问题解决问题,7,7,597,1.0
732,做不负时代重托的担当者,7,7,940,1.0
733,推动中塞合作迈向更高水平,6,3,654,0.5
734,顺应市场规律才能助力发展,5,5,752,1.0
735,中国“高颜值”外贸助推扩大开放,7,7,636,1.0
736,让教师成为让人羡慕的职业,8,8,705,1.0
737,共创和平安宁繁荣开放美丽的亚洲和世界,10,10,762,1.0
738,时代出英雄，人民创伟业,7,4,405,0.5714285714285714
739,疫情形势向好更须精准施策,7,3,497,0.42857142857142855
740,建设人与自然和谐共生的大美长江,7,7,663,1.0
